29;10;31.633663
29;40;23.316832
29;70;15.990099
29;100;14.504951
29;130;10.742575
29;160;8.613861
29;190;9.059406
29;220;7.277228
29;250;7.3762374
29;280;4.9504952
29;310;5.4950495
29;340;4.257426
29;370;4.455446
29;400;4.80198
29;430;5.3960395
29;460;5.2475247
29;490;4.108911
29;520;4.4059405
29;550;4.257426
29;580;3.2178218
29;610;4.9504952
29;640;4.5049505
29;670;4.7524753
29;700;3.2673268
29;730;4.90099
29;760;4.356436
29;790;3.7128713
29;820;4.455446
29;850;4.158416
29;880;3.910891
29;910;4.455446
29;940;3.7128713
29;970;4.207921
29;1000;3.3168316
29;1030;3.1188118
29;1060;3.960396
29;1090;4.6039605
29;1120;4.7029705
29;1150;3.6633663
29;1180;4.158416
29;1210;4.356436
29;1240;3.910891
29;1270;3.861386
29;1300;2.970297
29;1330;4.5544553
29;1360;3.4158416
29;1390;3.7623763
29;1420;4.108911
29;1450;4.009901
29;1480;4.3069305
29;1510;3.5643563
29;1540;2.871287
29;1570;3.861386
29;1600;4.257426
29;1630;3.910891
29;1660;4.455446
29;1690;4.4059405
29;1720;3.7623763
29;1750;3.0693069
29;1780;4.009901
29;1810;4.3069305
29;1840;3.8118813
29;1870;3.7128713
29;1900;3.861386
29;1930;3.1683168
29;1960;4.108911
29;1990;3.5643563
29;2020;4.80198
29;2050;3.3663366
29;2080;4.059406
29;2110;4.009901
29;2140;3.8118813
29;2170;4.108911
29;2200;4.108911
29;2230;3.6138613
29;2260;3.6633663
29;2290;3.1683168
29;2320;4.5049505
29;2350;4.455446
29;2380;2.970297
29;2410;4.108911
29;2440;4.108911
29;2470;3.3663366
29;2500;3.6138613
29;2530;2.5742574
29;2560;3.2673268
29;2590;3.6138613
29;2620;4.455446
29;2650;3.5148516
29;2680;3.5643563
29;2710;3.7128713
29;2740;3.3168316
29;2770;3.910891
29;2800;3.5148516
29;2830;3.910891
29;2860;3.5148516
29;2890;3.910891
29;2920;4.009901
29;2950;3.960396
29;2980;5.09901
