52;10;145.57147
52;40;77.512596
52;70;65.52638
52;100;61.296738
52;130;58.1013
52;160;54.813046
52;190;46.380272
52;220;46.618935
52;250;41.01034
52;280;41.22249
52;310;41.699814
52;340;35.812782
52;370;34.155396
52;400;33.625034
52;430;31.64943
52;460;31.172102
52;490;28.692654
52;520;27.32697
52;550;27.512596
52;580;23.720499
52;610;24.953592
52;640;26.836384
52;670;22.301777
52;700;22.752586
52;730;21.0952
52;760;22.68629
52;790;22.169186
52;820;20.790241
52;850;19.557146
52;880;19.185892
52;910;19.199152
52;940;20.631132
52;970;17.170511
52;1000;17.143993
52;1030;18.416866
52;1060;18.907452
52;1090;16.90533
52;1120;19.106339
52;1150;18.94723
52;1180;15.062318
52;1210;17.873243
52;1240;15.513126
52;1270;15.831345
52;1300;16.308672
52;1330;13.683373
52;1360;15.831345
52;1390;15.380536
52;1420;14.677804
52;1450;15.247945
52;1480;14.333068
52;1510;13.988332
52;1540;13.404932
52;1570;14.558473
52;1600;12.7684965
52;1630;13.550782
52;1660;11.429329
52;1690;13.179528
52;1720;13.033678
52;1750;12.58287
52;1780;13.219305
52;1810;12.092283
52;1840;13.073455
52;1870;11.880137
52;1900;11.309998
52;1930;14.545214
52;1960;10.540971
52;1990;11.933174
52;2020;12.330947
52;2050;12.012729
52;2080;12.9541235
52;2110;12.662424
52;2140;10.474675
52;2170;12.238133
52;2200;12.503315
52;2230;11.641475
52;2260;11.349774
52;2290;13.351896
52;2320;10.819411
52;2350;11.760806
52;2380;11.840361
52;2410;12.13206
52;2440;10.792893
52;2470;11.734288
52;2500;10.2360115
52;2530;10.395121
52;2560;10.514452
52;2590;10.806152
52;2620;11.721029
52;2650;11.402811
52;2680;10.527712
52;2710;10.673561
52;2740;10.010608
52;2770;11.084593
52;2800;11.495625
52;2830;11.508883
52;2860;9.24158
52;2890;10.647043
52;2920;10.898966
52;2950;9.400689
52;2980;9.599576
