29;5;71.18812
29;10;48.762375
29;15;35.69307
29;20;31.930693
29;25;31.980198
29;30;30.643564
29;35;31.534653
29;40;32.326733
29;45;29.20792
29;50;29.801981
29;55;26.584158
29;60;32.12871
29;65;30.841583
29;70;28.91089
29;75;30.79208
29;80;27.425743
29;85;30.69307
29;90;28.91089
29;95;31.287128
29;100;29.950495
29;105;29.950495
29;110;29.20792
29;115;32.27723
29;120;30.891088
29;125;31.336634
29;130;28.564356
29;135;30.544554
29;140;30.148516
29;145;30.39604
29;150;29.90099
29;155;30.643564
29;160;30.594059
29;165;32.0297
29;170;28.960396
29;175;30.990099
29;180;32.623764
29;185;30.643564
29;190;31.435644
29;195;28.762377
29;200;30.742575
